"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2024/01/01","00:00","1.347","-","1.97"
"2024/01/01","01:00","0.635","-","1.19"
"2024/01/01","02:00","0.293","-","0.92"
"2024/01/01","03:00","0.399","-","1.04"
"2024/01/01","04:00","0.904","-","1.46"
"2024/01/01","05:00","1.638","-","2.16"
"2024/01/01","06:00","2.428","-","2.99"
"2024/01/01","07:00","3.143","-","3.72"
"2024/01/01","08:00","3.662","-","4.25"
"2024/01/01","09:00","3.875","-","4.48"
"2024/01/01","10:00","3.773","-","4.32"
"2024/01/01","11:00","3.475","-","4.07"
"2024/01/01","12:00","3.134","-","3.73"
"2024/01/01","13:00","2.864","-","3.42"
"2024/01/01","14:00","2.759","-","3.43"
"2024/01/01","15:00","2.901","-","3.6"
"2024/01/01","16:00","3.282","-","3.99"
"2024/01/01","17:00","3.772","-","4.43"
"2024/01/01","18:00","4.209","-","4.88"
"2024/01/01","19:00","4.486","-","5.13"
"2024/01/01","20:00","4.523","-","5.06"
"2024/01/01","21:00","4.243","-","4.73"
"2024/01/01","22:00","3.638","-","4.06"
"2024/01/01","23:00","2.83","-","3.35"
"2024/01/02","00:00","1.999","-","2.52"
"2024/01/02","01:00","1.294","-","1.73"
"2024/01/02","02:00","0.828","-","1.31"
"2024/01/02","03:00","0.703","-","1.17"
"2024/01/02","04:00","0.956","-","1.37"
"2024/01/02","05:00","1.503","-","1.84"
"2024/01/02","06:00","2.191","-","2.53"
"2024/01/02","07:00","2.888","-","3.3"
"2024/01/02","08:00","3.494","-","3.93"
"2024/01/02","09:00","3.896","-","4.3"
"2024/01/02","10:00","4.01","-","4.47"
"2024/01/02","11:00","3.858","-","4.47"
"2024/01/02","12:00","3.551","-","4.05"
"2024/01/02","13:00","3.208","-","3.68"
"2024/01/02","14:00","2.917","-","3.46"
"2024/01/02","15:00","2.771","-","3.32"
"2024/01/02","16:00","2.834","-","3.33"
"2024/01/02","17:00","3.083","-","3.53"
"2024/01/02","18:00","3.409","-","3.94"
"2024/01/02","19:00","3.7","-","4.22"
"2024/01/02","20:00","3.879","-","4.26"
"2024/01/02","21:00","3.872","-","4.19"
"2024/01/02","22:00","3.618","-","3.98"
"2024/01/02","23:00","3.126","-","3.44"
"2024/01/03","00:00","2.507","-","2.86"
"2024/01/03","01:00","1.902","-","2.34"
"2024/01/03","02:00","1.423","-","1.91"
"2024/01/03","03:00","1.16","-","1.58"
"2024/01/03","04:00","1.188","-","1.57"
"2024/01/03","05:00","1.516","-","1.93"
"2024/01/03","06:00","2.061","-","2.47"
"2024/01/03","07:00","2.7","-","3.14"
"2024/01/03","08:00","3.327","-","3.81"
"2024/01/03","09:00","3.848","-","4.3"
"2024/01/03","10:00","4.163","-","4.67"
"2024/01/03","11:00","4.209","-","4.81"
"2024/01/03","12:00","4.011","-","4.54"
"2024/01/03","13:00","3.658","-","4.14"
"2024/01/03","14:00","3.251","-","3.92"
"2024/01/03","15:00","2.877","-","3.51"
"2024/01/03","16:00","2.622","-","3.22"
"2024/01/03","17:00","2.548","-","3.26"
"2024/01/03","18:00","2.65","-","3.34"
"2024/01/03","19:00","2.854","-","3.42"
"2024/01/03","20:00","3.074","-","3.61"
"2024/01/03","21:00","3.24","-","3.9"
"2024/01/03","22:00","3.283","-","3.82"
"2024/01/03","23:00","3.143","-","3.65"
"2024/01/04","00:00","2.822","-","3.36"
"2024/01/04","01:00","2.399","-","2.94"
"2024/01/04","02:00","1.991","-","2.56"
"2024/01/04","03:00","1.688","-","2.24"
"2024/01/04","04:00","1.563","-","2.03"
"2024/01/04","05:00","1.672","-","2.16"
"2024/01/04","06:00","2.029","-","2.51"
"2024/01/04","07:00","2.567","-","2.95"
"2024/01/04","08:00","3.178","-","3.58"
"2024/01/04","09:00","3.759","-","4.25"
"2024/01/04","10:00","4.226","-","4.71"
"2024/01/04","11:00","4.484","-","4.92"
"2024/01/04","12:00","4.466","-","4.94"
"2024/01/04","13:00","4.184","-","4.62"
"2024/01/04","14:00","3.727","-","4.18"
"2024/01/04","15:00","3.194","-","3.62"
"2024/01/04","16:00","2.672","-","3.09"
"2024/01/04","17:00","2.255","-","2.67"
"2024/01/04","18:00","2.035","-","2.51"
"2024/01/04","19:00","2.036","-","2.49"
"2024/01/04","20:00","2.197","-","2.63"
"2024/01/04","21:00","2.436","-","2.84"
"2024/01/04","22:00","2.685","-","3.09"
"2024/01/04","23:00","2.866","-","3.24"
"2024/01/05","00:00","2.893","-","3.24"
"2024/01/05","01:00","2.741","-","3.06"
"2024/01/05","02:00","2.48","-","2.88"
"2024/01/05","03:00","2.212","-","2.59"
"2024/01/05","04:00","2.014","-","2.3"
"2024/01/05","05:00","1.949","-","2.22"
"2024/01/05","06:00","2.091","-","2.29"
"2024/01/05","07:00","2.471","-","2.55"
"2024/01/05","08:00","3.023","-","3.16"
"2024/01/05","09:00","3.631","-","3.88"
"2024/01/05","10:00","4.203","-","4.51"
"2024/01/05","11:00","4.65","-","4.97"
"2024/01/05","12:00","4.857","-","5.23"
"2024/01/05","13:00","4.74","-","5.18"
"2024/01/05","14:00","4.319","-","4.7"
"2024/01/05","15:00","3.697","-","4.1"
"2024/01/05","16:00","2.977","-","3.34"
"2024/01/05","17:00","2.257","-","2.66"
"2024/01/05","18:00","1.674","-","2.1"
"2024/01/05","19:00","1.357","-","1.86"
"2024/01/05","20:00","1.336","-","1.89"
"2024/01/05","21:00","1.543","-","2.08"
"2024/01/05","22:00","1.898","-","2.43"
"2024/01/05","23:00","2.319","-","2.82"
"2024/01/06","00:00","2.686","-","3.23"
"2024/01/06","01:00","2.874","-","3.38"
"2024/01/06","02:00","2.849","-","3.22"
"2024/01/06","03:00","2.686","-","3.08"
"2024/01/06","04:00","2.48","-","2.88"
"2024/01/06","05:00","2.304","-","2.58"
"2024/01/06","06:00","2.249","-","2.46"
"2024/01/06","07:00","2.418","-","2.64"
"2024/01/06","08:00","2.841","-","3.13"
"2024/01/06","09:00","3.433","-","3.7"
"2024/01/06","10:00","4.081","-","4.38"
"2024/01/06","11:00","4.686","-","5.03"
"2024/01/06","12:00","5.126","-","5.51"
"2024/01/06","13:00","5.253","-","5.66"
"2024/01/06","14:00","4.985","-","5.37"
"2024/01/06","15:00","4.37","-","4.74"
"2024/01/06","16:00","3.525","-","3.92"
"2024/01/06","17:00","2.569","-","2.99"
"2024/01/06","18:00","1.647","-","2.07"
"2024/01/06","19:00","0.947","-","1.41"
"2024/01/06","20:00","0.61","-","1.12"
"2024/01/06","21:00","0.652","-","1.13"
"2024/01/06","22:00","0.999","-","1.51"
"2024/01/06","23:00","1.557","-","2.1"
"2024/01/07","00:00","2.195","-","2.63"
"2024/01/07","01:00","2.738","-","3.18"
"2024/01/07","02:00","3.036","-","3.58"
"2024/01/07","03:00","3.072","-","3.64"
"2024/01/07","04:00","2.924","-","3.41"
"2024/01/07","05:00","2.694","-","3.07"
"2024/01/07","06:00","2.486","-","2.82"
"2024/01/07","07:00","2.433","-","2.77"
"2024/01/07","08:00","2.65","-","3.09"
"2024/01/07","09:00","3.144","-","3.6"
"2024/01/07","10:00","3.821","-","4.25"
"2024/01/07","11:00","4.557","-","5.1"
"2024/01/07","12:00","5.218","-","5.84"
"2024/01/07","13:00","5.631","-","6.2"
"2024/01/07","14:00","5.632","-","6.07"
"2024/01/07","15:00","5.164","-","5.8"
"2024/01/07","16:00","4.302","-","4.9"
"2024/01/07","17:00","3.189","-","3.68"
"2024/01/07","18:00","1.99","-","2.52"
"2024/01/07","19:00","0.911","-","1.38"
"2024/01/07","20:00","0.166","-","0.63"
"2024/01/07","21:00","-0.11","-","0.31"
"2024/01/07","22:00","0.083","-","0.5"
"2024/01/07","23:00","0.653","-","1.09"
"2024/01/08","00:00","1.458","-","1.92"
"2024/01/08","01:00","2.301","-","2.72"
"2024/01/08","02:00","2.964","-","3.39"
"2024/01/08","03:00","3.303","-","3.66"
"2024/01/08","04:00","3.313","-","3.62"
"2024/01/08","05:00","3.095","-","3.29"
"2024/01/08","06:00","2.785","-","2.95"
"2024/01/08","07:00","2.536","-","2.72"
"2024/01/08","08:00","2.505","-","2.68"
"2024/01/08","09:00","2.798","-","3.01"
"2024/01/08","10:00","3.408","-","3.59"
"2024/01/08","11:00","4.223","-","4.38"
"2024/01/08","12:00","5.077","-","5.29"
"2024/01/08","13:00","5.781","-","6.03"
"2024/01/08","14:00","6.127","-","6.33"
"2024/01/08","15:00","5.957","-","6.19"
"2024/01/08","16:00","5.24","-","5.42"
"2024/01/08","17:00","4.09","-","4.24"
"2024/01/08","18:00","2.703","-","2.94"
"2024/01/08","19:00","1.305","-","1.56"
"2024/01/08","20:00","0.138","-","0.33"
"2024/01/08","21:00","-0.575","-","-0.44"
"2024/01/08","22:00","-0.709","-","-0.52"
"2024/01/08","23:00","-0.287","-","-0.09"
