"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2024/01/01","00:00","1.33","-","1.84"
"2024/01/01","01:00","0.599","-","1.16"
"2024/01/01","02:00","0.227","-","0.68"
"2024/01/01","03:00","0.273","-","0.82"
"2024/01/01","04:00","0.692","-","1.17"
"2024/01/01","05:00","1.36","-","1.72"
"2024/01/01","06:00","2.126","-","2.54"
"2024/01/01","07:00","2.842","-","3.34"
"2024/01/01","08:00","3.378","-","3.77"
"2024/01/01","09:00","3.647","-","4.09"
"2024/01/01","10:00","3.639","-","4.16"
"2024/01/01","11:00","3.423","-","3.95"
"2024/01/01","12:00","3.114","-","3.56"
"2024/01/01","13:00","2.841","-","3.4"
"2024/01/01","14:00","2.723","-","3.29"
"2024/01/01","15:00","2.827","-","3.41"
"2024/01/01","16:00","3.131","-","3.66"
"2024/01/01","17:00","3.545","-","4.06"
"2024/01/01","18:00","3.949","-","4.48"
"2024/01/01","19:00","4.229","-","4.61"
"2024/01/01","20:00","4.279","-","4.63"
"2024/01/01","21:00","4.034","-","4.39"
"2024/01/01","22:00","3.503","-","3.89"
"2024/01/01","23:00","2.771","-","3.23"
"2024/01/02","00:00","1.972","-","2.37"
"2024/01/02","01:00","1.258","-","1.66"
"2024/01/02","02:00","0.778","-","1.18"
"2024/01/02","03:00","0.628","-","0.95"
"2024/01/02","04:00","0.819","-","1.12"
"2024/01/02","05:00","1.285","-","1.51"
"2024/01/02","06:00","1.921","-","2.14"
"2024/01/02","07:00","2.61","-","2.82"
"2024/01/02","08:00","3.222","-","3.38"
"2024/01/02","09:00","3.644","-","3.97"
"2024/01/02","10:00","3.816","-","4.18"
"2024/01/02","11:00","3.747","-","4.15"
"2024/01/02","12:00","3.497","-","3.79"
"2024/01/02","13:00","3.164","-","3.58"
"2024/01/02","14:00","2.872","-","3.3"
"2024/01/02","15:00","2.719","-","3.04"
"2024/01/02","16:00","2.744","-","3.05"
"2024/01/02","17:00","2.917","-","3.22"
"2024/01/02","18:00","3.18","-","3.53"
"2024/01/02","19:00","3.45","-","3.61"
"2024/01/02","20:00","3.631","-","3.9"
"2024/01/02","21:00","3.634","-","3.85"
"2024/01/02","22:00","3.416","-","3.6"
"2024/01/02","23:00","2.996","-","3.28"
"2024/01/03","00:00","2.44","-","2.66"
"2024/01/03","01:00","1.855","-","2.18"
"2024/01/03","02:00","1.373","-","1.66"
"2024/01/03","03:00","1.109","-","1.37"
"2024/01/03","04:00","1.114","-","1.35"
"2024/01/03","05:00","1.377","-","1.61"
"2024/01/03","06:00","1.849","-","2.08"
"2024/01/03","07:00","2.451","-","2.76"
"2024/01/03","08:00","3.074","-","3.3"
"2024/01/03","09:00","3.599","-","3.93"
"2024/01/03","10:00","3.934","-","4.28"
"2024/01/03","11:00","4.034","-","4.38"
"2024/01/03","12:00","3.901","-","4.33"
"2024/01/03","13:00","3.585","-","4.09"
"2024/01/03","14:00","3.187","-","3.75"
"2024/01/03","15:00","2.82","-","3.37"
"2024/01/03","16:00","2.563","-","3.03"
"2024/01/03","17:00","2.449","-","2.95"
"2024/01/03","18:00","2.481","-","3.01"
"2024/01/03","19:00","2.633","-","3.19"
"2024/01/03","20:00","2.835","-","3.32"
"2024/01/03","21:00","2.998","-","3.52"
"2024/01/03","22:00","3.046","-","3.53"
"2024/01/03","23:00","2.94","-","3.44"
"2024/01/04","00:00","2.681","-","3.23"
"2024/01/04","01:00","2.313","-","2.8"
"2024/01/04","02:00","1.93","-","2.29"
"2024/01/04","03:00","1.64","-","2.01"
"2024/01/04","04:00","1.519","-","1.78"
"2024/01/04","05:00","1.602","-","1.97"
"2024/01/04","06:00","1.895","-","2.11"
"2024/01/04","07:00","2.368","-","2.6"
"2024/01/04","08:00","2.947","-","3.18"
"2024/01/04","09:00","3.524","-","3.82"
"2024/01/04","10:00","3.992","-","4.32"
"2024/01/04","11:00","4.266","-","4.49"
"2024/01/04","12:00","4.292","-","4.61"
"2024/01/04","13:00","4.064","-","4.47"
"2024/01/04","14:00","3.64","-","4.09"
"2024/01/04","15:00","3.123","-","3.54"
"2024/01/04","16:00","2.613","-","3.03"
"2024/01/04","17:00","2.196","-","2.54"
"2024/01/04","18:00","1.938","-","2.27"
"2024/01/04","19:00","1.876","-","2.23"
"2024/01/04","20:00","1.988","-","2.31"
"2024/01/04","21:00","2.206","-","2.38"
"2024/01/04","22:00","2.443","-","2.69"
"2024/01/04","23:00","2.62","-","2.84"
"2024/01/05","00:00","2.674","-","2.92"
"2024/01/05","01:00","2.582","-","2.88"
"2024/01/05","02:00","2.381","-","2.58"
"2024/01/05","03:00","2.151","-","2.42"
"2024/01/05","04:00","1.972","-","2.08"
