"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2024/01/01","00:00","3.653","-","4.36"
"2024/01/01","01:00","2.495","-","3.17"
"2024/01/01","02:00","1.362","-","2.01"
"2024/01/01","03:00","0.518","-","1.18"
"2024/01/01","04:00","0.134","-","0.68"
"2024/01/01","05:00","0.227","-","0.81"
"2024/01/01","06:00","0.729","-","1.28"
"2024/01/01","07:00","1.536","-","2.1"
"2024/01/01","08:00","2.492","-","3.02"
"2024/01/01","09:00","3.423","-","3.96"
"2024/01/01","10:00","4.196","-","4.74"
"2024/01/01","11:00","4.682","-","5.29"
"2024/01/01","12:00","4.777","-","5.35"
"2024/01/01","13:00","4.501","-","5.21"
"2024/01/01","14:00","3.993","-","4.61"
"2024/01/01","15:00","3.447","-","4.06"
"2024/01/01","16:00","3.056","-","3.57"
"2024/01/01","17:00","2.924","-","3.37"
"2024/01/01","18:00","3.066","-","3.63"
"2024/01/01","19:00","3.443","-","3.9"
"2024/01/01","20:00","3.943","-","4.5"
"2024/01/01","21:00","4.383","-","5"
"2024/01/01","22:00","4.604","-","5.18"
"2024/01/01","23:00","4.498","-","5.07"
"2024/01/02","00:00","4.005","-","4.59"
"2024/01/02","01:00","3.179","-","3.72"
"2024/01/02","02:00","2.207","-","2.62"
"2024/01/02","03:00","1.325","-","1.75"
"2024/01/02","04:00","0.743","-","1.04"
"2024/01/02","05:00","0.573","-","0.9"
"2024/01/02","06:00","0.81","-","1.13"
"2024/01/02","07:00","1.389","-","1.79"
"2024/01/02","08:00","2.214","-","2.58"
"2024/01/02","09:00","3.125","-","3.51"
"2024/01/02","10:00","3.953","-","4.39"
"2024/01/02","11:00","4.575","-","4.99"
"2024/01/02","12:00","4.879","-","5.35"
"2024/01/02","13:00","4.798","-","5.38"
"2024/01/02","14:00","4.391","-","5"
"2024/01/02","15:00","3.805","-","4.41"
"2024/01/02","16:00","3.225","-","3.75"
"2024/01/02","17:00","2.817","-","3.28"
"2024/01/02","18:00","2.663","-","3.15"
"2024/01/02","19:00","2.768","-","3.28"
"2024/01/02","20:00","3.099","-","3.64"
"2024/01/02","21:00","3.537","-","4.14"
"2024/01/02","22:00","3.909","-","4.61"
"2024/01/02","23:00","4.085","-","4.81"
"2024/01/03","00:00","3.983","-","4.87"
"2024/01/03","01:00","3.565","-","4.41"
