"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2024/01/01","00:00","4.629","-","5.12"
"2024/01/01","01:00","3.427","-","3.89"
"2024/01/01","02:00","2.103","-","2.6"
"2024/01/01","03:00","1","-","1.52"
"2024/01/01","04:00","0.325","-","0.81"
"2024/01/01","05:00","0.142","-","0.53"
"2024/01/01","06:00","0.464","-","0.88"
"2024/01/01","07:00","1.245","-","1.61"
"2024/01/01","08:00","2.315","-","2.77"
"2024/01/01","09:00","3.437","-","3.85"
"2024/01/01","10:00","4.417","-","4.85"
"2024/01/01","11:00","5.114","-","5.65"
"2024/01/01","12:00","5.396","-","5.9"
"2024/01/01","13:00","5.187","-","5.83"
"2024/01/01","14:00","4.593","-","5.12"
"2024/01/01","15:00","3.873","-","4.37"
"2024/01/01","16:00","3.267","-","3.63"
"2024/01/01","17:00","2.912","-","3.34"
"2024/01/01","18:00","2.894","-","3.34"
"2024/01/01","19:00","3.249","-","3.78"
"2024/01/01","20:00","3.883","-","4.37"
"2024/01/01","21:00","4.558","-","5"
"2024/01/01","22:00","5.031","-","5.57"
"2024/01/01","23:00","5.154","-","5.7"
"2024/01/02","00:00","4.846","-","5.31"
"2024/01/02","01:00","4.089","-","4.4"
"2024/01/02","02:00","3.013","-","3.25"
"2024/01/02","03:00","1.907","-","2.14"
"2024/01/02","04:00","1.064","-","1.4"
"2024/01/02","05:00","0.634","-","0.87"
"2024/01/02","06:00","0.654","-","0.89"
"2024/01/02","07:00","1.125","-","1.31"
"2024/01/02","08:00","1.985","-","2.24"
"2024/01/02","09:00","3.047","-","3.28"
"2024/01/02","10:00","4.074","-","4.29"
"2024/01/02","11:00","4.892","-","5.21"
"2024/01/02","12:00","5.388","-","5.75"
"2024/01/02","13:00","5.457","-","5.95"
"2024/01/02","14:00","5.071","-","5.57"
"2024/01/02","15:00","4.376","-","4.89"
"2024/01/02","16:00","3.626","-","4.05"
"2024/01/02","17:00","3.026","-","3.41"
"2024/01/02","18:00","2.678","-","2.99"
"2024/01/02","19:00","2.652","-","3.02"
"2024/01/02","20:00","2.975","-","3.46"
"2024/01/02","21:00","3.541","-","3.99"
"2024/01/02","22:00","4.127","-","4.65"
"2024/01/02","23:00","4.526","-","5.19"
"2024/01/03","00:00","4.626","-","5.28"
"2024/01/03","01:00","4.362","-","5.09"
"2024/01/03","02:00","3.721","-","4.21"
"2024/01/03","03:00","2.833","-","3.5"
"2024/01/03","04:00","1.963","-","2.44"
"2024/01/03","05:00","1.354","-","1.87"
"2024/01/03","06:00","1.114","-","1.62"
"2024/01/03","07:00","1.271","-","1.73"
"2024/01/03","08:00","1.83","-","2.39"
"2024/01/03","09:00","2.719","-","3.24"
"2024/01/03","10:00","3.737","-","4.14"
"2024/01/03","11:00","4.655","-","5.09"
"2024/01/03","12:00","5.319","-","5.77"
"2024/01/03","13:00","5.633","-","6.21"
"2024/01/03","14:00","5.513","-","6.03"
"2024/01/03","15:00","4.967","-","5.48"
"2024/01/03","16:00","4.167","-","4.54"
"2024/01/03","17:00","3.361","-","3.77"
"2024/01/03","18:00","2.723","-","3.1"
"2024/01/03","19:00","2.338","-","2.7"
"2024/01/03","20:00","2.275","-","2.66"
"2024/01/03","21:00","2.557","-","2.94"
"2024/01/03","22:00","3.074","-","3.44"
"2024/01/03","23:00","3.619","-","4.01"
"2024/01/04","00:00","4.023","-","4.41"
"2024/01/04","01:00","4.191","-","4.49"
"2024/01/04","02:00","4.054","-","4.3"
"2024/01/04","03:00","3.587","-","3.62"
"2024/01/04","04:00","2.904","-","2.87"
"2024/01/04","05:00","2.242","-","2.21"
"2024/01/04","06:00","1.807","-","1.73"
"2024/01/04","07:00","1.687","-","1.59"
"2024/01/04","08:00","1.919","-","1.87"
"2024/01/04","09:00","2.52","-","2.5"
"2024/01/04","10:00","3.406","-","3.38"
"2024/01/04","11:00","4.367","-","4.29"
"2024/01/04","12:00","5.18","-","5.13"
"2024/01/04","13:00","5.707","-","5.73"
"2024/01/04","14:00","5.858","-","5.97"
